Department,ATC5,Order_number,Order_name,Strength,Type_of_Medicine,Package_size,Cost,Number_of_Packages,Cost_w1,Number_of_Packages_w1,Cost_w2,Number_of_Packages_w2,Cost_w3,Number_of_Packages_w3,Cost_w4,Number_of_Packages_w4,Cost_w5,Number_of_Packages_w5,Cost_w6,Number_of_Packages_w6,Cost_w7,Number_of_Packages_w7,Cost_w8,Number_of_Packages_w8,Cost_w9,Number_of_Packages_w9,Cost_w10,Number_of_Packages_w10,Cost_w11,Number_of_Packages_w11,Cost_w12,Number_of_Packages_w12,Cost_w13,Number_of_Packages_w13,Cost_w14,Number_of_Packages_w14,Cost_w15,Number_of_Packages_w15,Cost_w16,Number_of_Packages_w16,Cost_w17,Number_of_Packages_w17,Cost_w18,Number_of_Packages_w18,Cost_w19,Number_of_Packages_w19,Cost_w20,Number_of_Packages_w20,Cost_w21,Number_of_Packages_w21,Cost_w22,Number_of_Packages_w22,Cost_w23,Number_of_Packages_w23,Cost_w24,Number_of_Packages_w24,Cost_w25,Number_of_Packages_w25,Cost_w26,Number_of_Packages_w26,Cost_w27,Number_of_Packages_w27,Cost_w28,Number_of_Packages_w28,Cost_w29,Number_of_Packages_w29,Cost_w30,Number_of_Packages_w30,Cost_w31,Number_of_Packages_w31,Cost_w32,Number_of_Packages_w32,Cost_w33,Number_of_Packages_w33,Cost_w34,Number_of_Packages_w34,Cost_w35,Number_of_Packages_w35,Cost_w36,Number_of_Packages_w36,Cost_w37,Number_of_Packages_w37,Cost_w38,Number_of_Packages_w38,Cost_w39,Number_of_Packages_w39,Cost_w40,Number_of_Packages_w40,Cost_w41,Number_of_Packages_w41,Cost_w42,Number_of_Packages_w42,Cost_w43,Number_of_Packages_w43,Cost_w44,Number_of_Packages_w44,Cost_w45,Number_of_Packages_w45,Cost_w46,Number_of_Packages_w46,Cost_w47,Number_of_Packages_w47,Cost_w48,Number_of_Packages_w48,Cost_w49,Number_of_Packages_w49,Cost_w50,Number_of_Packages_w50,Cost_w51,Number_of_Packages_w51,Cost_w52,Number_of_Packages_w52,Portionsize,Quantity,Adm_way,Strength_measure,Key,Units
"AHOC, The Department of Anesthesiology",N01BB09,85869,Ropivacain Fresenius Kabi,"7,5","inj.væske, opløsning",5 x 20 ml,114.39,3.0,,,,,,,,,,,,,,,76.26,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.13,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,5.0,EDPE,MGM,"['N01BB09', '7,5', 'MGM', 'EDPE']",15.0
"AHOC, The Department of Anesthesiology",N01BB09,403581,Ropivacain Fresenius Kabi,2,"inj.væske, opløsning",5 x 20 ml,46.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,46.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,5.0,EDPE,MGM,"['N01BB09', '2', 'MGM', 'EDPE']",10.0
"AHOC, The Department of Anesthesiology",N01BB52,745463,Lidokain-noradrenalin SAD,10,injektionsvæske,10 ml amp x10,32317.88,116.0,,,1109.08,4.0,,,1671.9,6.0,,,,,,,1393.25,5.0,,,,,,,1671.9,6.0,278.65,1.0,,,,,,,,,1393.25,5.0,,,,,,,,,,,1671.9,6.0,1950.55,7.0,,,1393.25,5.0,1950.55,7.0,,,,,2229.2,8.0,,,,,835.95,3.0,835.95,3.0,835.95,3.0,1671.9,6.0,835.95,3.0,,,,,1671.9,6.0,1671.9,6.0,835.95,3.0,557.3,2.0,1393.25,5.0,,,1393.25,5.0,1114.6,4.0,557.3,2.0,,,1393.25,5.0,,,10.0,10.0,IMSC,MGM,"['N01BB52', '10', 'MGM', 'IMSC']",1160.0
"AHOC, The Department of Anesthesiology",N02AB02,722235,Petidin,10,"inj.væske, opløsning",10 x 2 ml,522.0,3.0,,,,,,,,,,,,,,,,,348.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,10.0,IMIVSC,MGM,"['N02AB02', '10', 'MGM', 'IMIVSC']",30.0
"AHOC, The Department of Anesthesiology",N02BE01,87612,Paracetamol B. Braun,10,"inf.væske, opløsning",10 x 100 ml,4390.75,124.0,213.36,6.0,,,171.85,5.0,142.24,4.0,106.68,3.0,284.48,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.58,6.0,,,248.01,7.0,,,283.44,8.0,,,212.58,6.0,,,212.58,6.0,212.58,6.0,,,141.72,4.0,212.58,6.0,212.58,6.0,141.72,4.0,248.01,7.0,106.29,3.0,177.15,5.0,141.72,4.0,106.29,3.0,212.58,6.0,,,,,248.01,7.0,141.72,4.0,100.0,10.0,IV,MGM,"['N02BE01', '10', 'MGM', 'IV']",1240.0
"AHOC, The Department of Anesthesiology",N02BE01,453117,Paracetamol Fresenius Kabi,10,"inf.væske, opløsning",10 x 50 ml,1676.48,25.0,,,,,,,67.28,1.0,,,,,,,67.28,1.0,,,134.08,2.0,,,201.12,3.0,67.04,1.0,,,,,,,67.04,1.0,67.04,1.0,,,134.08,2.0,,,,,,,134.08,2.0,,,,,,,67.04,1.0,,,67.04,1.0,,,,,,,,,,,,,134.08,2.0,,,,,,,201.12,3.0,67.04,1.0,,,,,,,201.12,3.0,,,,,,,,,,,,,50.0,10.0,IV,MGM,"['N02BE01', '10', 'MGM', 'IV']",250.0
"AHOC, The Department of Anesthesiology",N02BE01,871970,Paracetamol (ls),10,"inf.væske, opløsning",20 x 100 ml,3058.16,43.0,,,,,,,,,,,,,,,284.48,4.0,,,,,355.6,5.0,142.24,2.0,355.6,5.0,,,142.24,2.0,71.12,1.0,142.24,2.0,142.24,2.0,,,142.24,2.0,142.24,2.0,213.36,3.0,213.36,3.0,284.48,4.0,,,284.48,4.0,142.24,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,20.0,IV,MGM,"['N02BE01', '10', 'MGM', 'IV']",860.0
"AHOC, The Department of Anesthesiology",N02AA01,911064,Morphinhydrochlorid,1,suppositorier,10 stk.,293.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.75,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.75,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,PR,MG,"['N02AA01', '1', 'MG', 'PR']",20.0
"AHOC, The Department of Anesthesiology",N02AA01,911067,Morphinhydrochlorid,"2,5",suppositorier,10 stk.,146.75,1.0,,,,,,,,,,,,,,,,,,,,,,,146.75,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,PR,MG,"['N02AA01', '2,5', 'MG', 'PR']",10.0
"AHOC, The Department of Anesthesiology",N05AD08,27271,Dehydrobenzperidol,"2,5","inj.væske, opløsning",10 x 1 ml,0.0,0.0,,,,,,,,,,,,,,,,,,,,,640.0,2.0,640.0,2.0,,,320.0,1.0,,,,,,,,,,,,,,,320.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,-1920.0,-6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,10.0,IV,MGM,"['N05AD08', '2,5', 'MGM', 'IV']",0.0
"AHOC, The Department of Anesthesiology",N05AD08,872263,Droperidol (ls),"2,5","inj.væske, opløsning",10 x 1 ml,2400.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900.0,3.0,300.0,1.0,,,600.0,2.0,,,,,,,,,,,600.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,10.0,IV,MGM,"['N05AD08', '2,5', 'MGM', 'IV']",80.0
"AHOC, The Department of Anesthesiology",N05CD08,2245,Midazolam Hameln,1,"inj.-/inf.vsk.,opl.",10 x 5 ml,272.9,18.0,,,,,45.63,3.0,,,,,30.42,2.0,,,,,,,,,,,30.42,2.0,,,,,,,,,,,,,,,30.26,2.0,,,,,,,,,,,15.13,1.0,,,30.26,2.0,,,,,,,,,,,,,,,,,,,45.39,3.0,,,,,,,,,,,,,,,,,45.39,3.0,,,,,,,,,,,5.0,10.0,IMIVPR,MGM,"['N05CD08', '1', 'MGM', 'IMIVPR']",180.0
"AHOC, The Department of Anesthesiology",R01AA07,545358,Zymelin,1,"næsedråber, opløsn.",10 ml,732.51,27.0,,,,,108.52,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,162.78,6.0,,,,,,,,,,,,,,,,,81.39,3.0,,,108.52,4.0,,,,,,,,,,,,,,,,,,,,,108.52,4.0,,,,,,,,,,,,,81.39,3.0,,,,,,,81.39,3.0,,,,,10.0,1.0,IN,MGM,"['R01AA07', '1', 'MGM', 'IN']",27.0
"AHOC, The Department of Anesthesiology",R06AA04,806167,Tavegyl (ls),1,"inj.væske, opløsning",5 x 2 ml,116.0,2.0,116.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.0,IMIV,MGM,"['R06AA04', '1', 'MGM', 'IMIV']",10.0
"AHOC, The Department of Anesthesiology",S01HA01,911034,Cocain,4,øjendråber,10 ml,8170.92,35.0,,,,,,,,,,,,,580.92,2.0,,,460.0,2.0,,,460.0,2.0,,,,,,,460.0,2.0,,,690.0,3.0,,,,,690.0,3.0,,,,,460.0,2.0,,,,,,,,,,,,,,,460.0,2.0,230.0,1.0,460.0,2.0,,,,,230.0,1.0,,,,,920.0,4.0,,,,,,,,,460.0,2.0,690.0,3.0,,,,,230.0,1.0,,,460.0,2.0,,,230.0,1.0,10.0,1.0,OK,PC,"['S01HA01', '4', 'PC', 'OK']",35.0
"AHOC, The Department of Anesthesiology",S01AA01,190036,Kloramfenikol Santen,10,øjensalve,"3,5 g",1530.0,34.0,180.0,4.0,,,,,,,,,,,,,,,,,,,180.0,4.0,,,,,,,,,,,,,180.0,4.0,,,,,,,,,,,,,225.0,5.0,315.0,7.0,,,,,,,,,,,,,,,,,,,270.0,6.0,,,,,,,,,,,,,180.0,4.0,,,,,,,,,,,,,,,,,,,3.5,3.5,OK,MGG,"['S01AA01', '10', 'MGG', 'OK']",119.0
"AHOC, The Department of Anesthesiology",S01AA01,544275,Kloramfenikol Santen,10,øjensalve,"4,3 g",413.28,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.68,4.0,,,,,229.6,5.0,,,4.3,4.3,OK,MGG,"['S01AA01', '10', 'MGG', 'OK']",38.7
"AHOC, The Department of Anesthesiology",S01AA01,549654,Kloramfenikol Santen,5,"øjendrb.,opl.,endos.","30 x 0,25 ml",242.44,4.0,,,,,,,,,,,,,,,,,,,,,,,,,121.06,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.38,2.0,,,,,,,,,,,0.25,30.0,OK,MGM,"['S01AA01', '5', 'MGM', 'OK']",120.0
"AHOC, The Department of Anesthesiology",V03AB17,911225,Methylthioniniumchlorid,10,injektionsvæske,10 x 10 ml,2347.44,4.0,,,,,,,,,,,,,,,,,,,,,,,,,586.86,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586.86,1.0,,,,,,,,,,,,,,,,,,,586.86,1.0,,,586.86,1.0,,,,,,,,,,,,,10.0,10.0,IV,MGM,"['V03AB17', '10', 'MGM', 'IV']",40.0
"AHOC, The Department of Anesthesiology",V04CX,843084,Bleu Patenté V (ls),"2,5",injektionsvæske,5 x 2 ml,203747.34,120.0,,,5097.33,3.0,5097.33,3.0,5097.33,3.0,,,6796.44,4.0,5097.33,3.0,,,5097.33,3.0,3398.22,2.0,,,20389.32,12.0,,,,,,,5091.24,3.0,3394.16,2.0,5091.24,3.0,6788.32,4.0,,,6789.96,4.0,5092.47,3.0,3394.98,2.0,5092.47,3.0,,,5092.47,3.0,10184.94,6.0,10184.94,6.0,,,,,,,5092.47,3.0,,,1697.49,1.0,10184.94,6.0,,,10184.94,6.0,,,6789.96,4.0,,,5092.47,3.0,3394.98,2.0,5092.47,3.0,5092.47,3.0,5092.47,3.0,5092.47,3.0,5092.47,3.0,5092.47,3.0,,,5092.47,3.0,3394.98,2.0,,,2.0,5.0,IVSC,PC,"['V04CX', '2,5', 'PC', 'IVSC']",600.0
"AHOC, The Department of Anesthesiology",V04CX01,859291,Verdye 25 mg (ls),5,pulver til inj.væsk.,5 x 1 htgl,97757.5,35.0,,,,,2675.0,1.0,2675.0,1.0,,,2675.0,1.0,,,5350.0,2.0,,,2675.0,1.0,2675.0,1.0,,,,,2675.0,1.0,5350.0,2.0,2675.0,1.0,2675.0,1.0,5350.0,2.0,2675.0,1.0,,,2675.0,1.0,2675.0,1.0,2675.0,1.0,2675.0,1.0,,,2675.0,1.0,,,2950.5,1.0,,,,,,,,,2950.5,1.0,,,2950.5,1.0,,,2950.5,1.0,2950.5,1.0,5901.0,2.0,,,,,,,,,5901.0,2.0,2950.5,1.0,,,,,5901.0,2.0,,,2950.5,1.0,5901.0,2.0,,,0.0,5.0,IV,MGM,"['V04CX01', '5', 'MGM', 'IV']",175.0
"AHOC, The Department of Anesthesiology",A02BC02,156920,Pantoprazol Stada,40,enterotabletter,100 stk. (blister),16.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0,OR,MG,"['A02BC02', '40', 'MG', 'OR']",100.0
"AHOC, The Department of Anesthesiology",A04AA01,60523,Ondansetron Fresenius Kabi,2,"inj.væske, opløsning",5 x 2 ml,430.68,54.0,,,,,,,,,,,,,80.0,10.0,,,,,47.82,6.0,,,,,,,,,,,,,,,,,,,,,79.7,10.0,,,,,,,,,,,,,79.7,10.0,,,,,,,,,,,,,,,,,,,63.76,8.0,,,,,,,,,,,,,,,,,79.7,10.0,,,,,,,,,,,2.0,5.0,IV,MGM,"['A04AA01', '2', 'MGM', 'IV']",270.0
"AHOC, The Department of Anesthesiology",B05BB01,189,Natriumklorid Baxter,9,"inf.væske, opløsning",30 x 100 ml minibag plus,588.98,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588.98,1.0,,,,,,,,,,,100.0,30.0,IV,MGM,"['B05BB01', '9', 'MGM', 'IV']",30.0
"AHOC, The Department of Anesthesiology",B05BB01,740035,Natriumklorid isotonisk SAD,9,infusionsvæske,1000 ml,702.11,37.0,56.25,3.0,18.75,1.0,,,,,56.25,3.0,,,,,18.75,1.0,,,37.5,2.0,,,38.26,2.0,,,,,,,19.13,1.0,,,57.39,3.0,,,,,76.52,4.0,76.52,4.0,,,38.26,2.0,,,,,,,,,,,57.39,3.0,,,,,,,18.75,1.0,,,,,,,56.25,3.0,,,,,,,,,,,,,,,18.75,1.0,,,19.13,1.0,,,38.26,2.0,,,,,1000.0,1.0,IV,GL,"['B05BB01', '9', 'GL', 'IV']",37.0
"AHOC, The Department of Anesthesiology",B05BB01,740142,Natriumklorid isotonisk SAD,9,infusionsvæske,500 ml,895.05,51.0,70.2,4.0,17.55,1.0,,,,,52.65,3.0,52.65,3.0,,,,,,,,,,,17.55,1.0,,,,,35.1,2.0,17.55,1.0,,,52.65,3.0,,,,,263.25,15.0,,,,,52.65,3.0,,,,,,,,,,,,,,,,,,,70.2,4.0,,,52.65,3.0,,,52.65,3.0,,,,,,,17.55,1.0,,,,,,,70.2,4.0,,,,,,,,,,,,,500.0,1.0,IV,GL,"['B05BB01', '9', 'GL', 'IV']",51.0
"AHOC, The Department of Anesthesiology",B05BB01,741975,Natriumklorid isotonisk SAD,9,infusionsvæske,100 ml,2982.24,228.0,,,26.16,2.0,,,,,91.56,7.0,261.6,20.0,130.8,10.0,156.96,12.0,,,78.48,6.0,,,104.64,8.0,,,,,,,91.56,7.0,,,222.36,17.0,,,,,248.52,19.0,130.8,10.0,,,549.36,42.0,,,,,,,,,,,52.32,4.0,,,,,78.48,6.0,,,,,117.72,9.0,,,235.44,18.0,,,,,,,78.48,6.0,,,,,,,170.04,13.0,,,156.96,12.0,,,,,,,,,100.0,1.0,IV,GL,"['B05BB01', '9', 'GL', 'IV']",228.0
"AHOC, The Department of Anesthesiology",B05BB01,747931,Natriumklorid isotonisk SAD,9,infusionsvæske,250 ml,625.8,42.0,,,,,,,,,29.8,2.0,,,,,,,,,,,,,14.9,1.0,,,,,74.5,5.0,,,,,134.1,9.0,,,,,29.8,2.0,44.7,3.0,,,14.9,1.0,,,14.9,1.0,,,14.9,1.0,,,,,,,,,14.9,1.0,59.6,4.0,,,,,,,44.7,3.0,,,,,,,44.7,3.0,,,,,,,,,,,14.9,1.0,,,74.5,5.0,,,,,250.0,1.0,IV,GL,"['B05BB01', '9', 'GL', 'IV']",42.0
"AHOC, The Department of Anesthesiology",C01CA06,746701,Metaoxedrin SAD,1,injektionsvæske,1 ml amp x10,515.58,3.0,,,,,171.86,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.72,2.0,,,,,,,,,1.0,10.0,IMIVSC,MGM,"['C01CA06', '1', 'MGM', 'IMIVSC']",30.0
"AHOC, The Department of Anesthesiology",C01DA02,422162,Nitrolingual,"0,4",sublingualspray,200 doser,48.96,1.0,,,,,,,,,48.96,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200.0,SL,MGD,"['C01DA02', '0,4', 'MGD', 'SL']",200.0
"AHOC, The Department of Anesthesiology",C01DA02,531020,Glytrin,"0,4",sublingualspray,200 doser,171.88,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.97,1.0,,,42.97,1.0,85.94,2.0,,,,,,,,,,,,,,,,,0.0,200.0,SL,MGD,"['C01DA02', '0,4', 'MGD', 'SL']",800.0
"AHOC, The Department of Anesthesiology",C03CA01,54293,Furosemid Accord,10,"inj.-/inf.vsk.,opl.",10 x 2 ml,167.09,7.0,,,,,,,,,,,,,,,,,,,,,23.87,1.0,,,,,,,,,,,,,,,,,,,,,47.74,2.0,,,,,,,,,,,,,,,,,23.87,1.0,,,23.87,1.0,,,,,,,,,,,,,,,,,23.87,1.0,,,,,23.87,1.0,,,,,,,,,,,,,,,2.0,10.0,IMIV,MGM,"['C03CA01', '10', 'MGM', 'IMIV']",70.0
"AHOC, The Department of Anesthesiology",C07AG01,410719,Labetalol S.A.L.F.,5,"inj.-/inf.vsk.,opl.",5 x 20 ml,370.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.0,1.0,,,20.0,5.0,IV,MGM,"['C07AG01', '5', 'MGM', 'IV']",10.0
"AHOC, The Department of Anesthesiology",H02AB02,517803,Dexavit,4,"inj.-/inf.vsk.,opl.",3 x 1 ml,583.66,22.0,,,,,,,,,,,,,,,,,,,265.3,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.12,4.0,,,,,,,,,,,,,,,,,,,,,,,212.24,8.0,,,,,,,,,,,,,,,1.0,3.0,COIMIRIV,MGM,"['H02AB02', '4', 'MGM', 'COIMIRIV']",66.0
"AHOC, The Department of Anesthesiology",H02AB02,579043,Dexametason Abcur,4,tabletter,100 stk. (unit-dose),496.78,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.78,2.0,,,,,,,,,,,,,,,,,,,0.0,100.0,OR,MG,"['H02AB02', '4', 'MG', 'OR']",200.0
"AHOC, The Department of Anesthesiology",H02AB04,533979,Solu-Medrol lactosefri,40,pulv.og sol.t.inj.op,1 to-delt htgl.+solv. u/kons.,90.88,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.88,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,IMIV,MG,"['H02AB04', '40', 'MG', 'IMIV']",0.0
"AHOC, The Department of Anesthesiology",M01AB15,140416,Ketorolac trometamol S.A.L.F.,30,"inj.væske, opløsning",5 x 1 ml,934.6,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.65,5.0,,,,,,,,,373.84,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.19,3.0,,,,,,,,,,,186.92,4.0,,,,,1.0,5.0,IMIV,MGM,"['M01AB15', '30', 'MGM', 'IMIV']",100.0
"AHOC, The Department of Anesthesiology",M01AE01,857961,Nurofen junior orangesmag (ls),20,oral suspension,100 ml,282.0,12.0,,,,,23.0,1.0,23.0,1.0,,,,,,,115.0,5.0,,,,,23.0,1.0,,,,,,,,,,,,,,,,,23.0,1.0,,,23.0,1.0,,,,,,,,,,,23.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,1.0,,,,,,,,,,,,,,,,,100.0,1.0,OR,MGM,"['M01AE01', '20', 'MGM', 'OR']",12.0
"AHOC, The Department of Anesthesiology",M03AB01,741967,Suxameton SAD,50,injektionsvæske,2 ml amp x10,1366.96,8.0,,,,,170.87,1.0,,,,,,,,,,,,,,,,,170.87,1.0,,,,,,,,,,,170.87,1.0,,,,,,,170.87,1.0,,,,,,,,,,,170.87,1.0,,,170.87,1.0,,,,,,,,,,,,,,,,,,,,,,,,,341.74,2.0,,,,,,,,,,,,,,,,,,,2.0,10.0,IV,MGM,"['M03AB01', '50', 'MGM', 'IV']",80.0
"AHOC, The Department of Anesthesiology",M03AC09,166497,Rocuronium Fresenius Kabi,10,"inj.-/inf.vsk.,opl.",10 x 5 ml,175.8,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.9,1.0,,,,,,,,,,,,,,,,,,,,,5.0,10.0,IV,MGM,"['M03AC09', '10', 'MGM', 'IV']",20.0
"AHOC, The Department of Anesthesiology",M03BB03,86826,Klorzoxazon DAK,250,tabletter,100 stk.,2631.34,16.0,,,,,,,164.17,1.0,,,,,,,164.17,1.0,,,,,164.17,1.0,,,,,,,,,164.17,1.0,,,164.17,1.0,,,,,164.17,1.0,,,,,,,164.61,1.0,,,,,164.61,1.0,,,,,164.61,1.0,,,,,164.61,1.0,,,,,164.61,1.0,,,,,493.83,3.0,,,,,,,,,,,,,,,,,,,,,,,329.44,2.0,0.0,100.0,OR,MG,"['M03BB03', '250', 'MG', 'OR']",1600.0
"AHOC, The Department of Anesthesiology",M03BB03,593511,Klorzoxazon DAK,250,tabletter,25 stk.,219.8,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.8,4.0,,,,,,,,,,,0.0,25.0,OR,MG,"['M03BB03', '250', 'MG', 'OR']",100.0
"AHOC, The Department of Anesthesiology",N01AH02,438220,Alfentanil Kalceks,"0,5","inj.-/inf.vsk.,opl.",10 x 2 ml,85.77,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.77,1.0,,,,,,,,,2.0,10.0,IV,MGM,"['N01AH02', '0,5', 'MGM', 'IV']",10.0
"AHOC, The Department of Anesthesiology",N01AX10,161528,Propofol B. Braun,5,"inj.-/inf.vsk.,emul",5 x 20 ml,1122.5,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.5,1.0,,,,,224.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.0,2.0,,,224.5,1.0,,,,,,,,,,,,,,,,,,,,,20.0,5.0,IV,MGM,"['N01AX10', '5', 'MGM', 'IV']",25.0
"AHOC, The Department of Anesthesiology",N01AX10,495383,Propofol B. Braun,10,"inj.-/inf.vsk.,emul",10 x 20 ml,1050.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,10.0,IV,MGM,"['N01AX10', '10', 'MGM', 'IV']",20.0
"AHOC, The Department of Anesthesiology",N01AX14,35862,Esketamine Orifarm,25,"inj.-/inf.vsk.,opl.",10 x 2 ml,125.72,1.0,,,125.72,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,10.0,IMIV,MGM,"['N01AX14', '25', 'MGM', 'IMIV']",10.0
"AHOC, The Department of Anesthesiology",N01BB01,123918,Marcain,"2,5","inj.væske, opløsning",5 x 20 ml,1750.96,14.0,,,,,,,,,,,,,,,,,354.04,2.0,,,177.02,1.0,,,,,,,,,,,,,,,,,,,,,,,221.8,2.0,,,,,,,,,,,,,332.7,3.0,,,,,,,,,,,,,,,,,554.5,5.0,,,,,,,,,,,,,,,,,,,,,110.9,1.0,,,,,20.0,5.0,EDIRPE,MGM,"['N01BB01', '2,5', 'MGM', 'EDIRPE']",70.0
"AHOC, The Department of Anesthesiology",N01BB02,443122,Xylocain,10,"inj.væske, opløsning",5 x 20 ml,529.82,11.0,,,,,,,,,,,,,,,,,,,,,162.66,3.0,,,,,,,,,,,,,,,,,,,45.72,1.0,,,91.44,2.0,,,,,,,,,,,,,45.72,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,91.44,2.0,,,,,,,,,,,,,92.84,2.0,,,20.0,5.0,EDIRIVPE,MGM,"['N01BB02', '10', 'MGM', 'EDIRIVPE']",55.0
"AHOC, The Department of Anesthesiology",N01BB02,518595,Xylocain ukonserveret,2,gel,10 x 10 g,1820.4,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.08,2.0,,,,,,,,,,,,,,,364.08,2.0,,,182.04,1.0,,,,,,,364.08,2.0,,,,,182.04,1.0,,,,,,,,,,,,,,,,,,,364.08,2.0,,,,,10.0,10.0,LO,PC,"['N01BB02', '2', 'PC', 'LO']",100.0
